N,X,Y
52071,447898,3161032
52072,447900,3353532
52073,447906,3364945
52074,447906,3353974
52075,447909,3337634
52076,447910,3353127
52077,447910,3334585
52078,447910,3337668
52079,447910,3108514
52080,447911,3085579
52081,447914,3085603
52082,447919,3350669
52083,447919,3350690
52084,447921,3337503
52085,447927,3133494
52086,447928,3186850
52087,447928,3181222
52088,447929,3356669
52089,447933,3133543
52090,447934,3226105
52091,447936,2727661
52092,447942,3334584
52093,447942,3334584
52094,447945,3160992
52095,447949,3133493
52096,447951,3133703
52097,447952,3356685
52098,447953,3133541
52099,447957,3352797
52100,447957,3260739
52101,447957,2916392
52102,447961,3358119
52103,447963,3158436
52104,447969,3364998
52105,447970,3358080
52106,447972,3133703
52107,447975,3101102
52108,447977,3133744
52109,447982,3337470
52110,447984,3133541
52111,447987,3226107
52112,447994,3347397
52113,447996,3170310
52114,447997,3356764
52115,447999,3347415
52116,448001,3351593
52117,448003,3337447
52118,448007,3356736
52119,448010,3137619
52120,448017,3356728
52121,448017,3334492
52122,448023,3135984
52123,448025,3330362
52124,448039,3356696
52125,448040,3133898
52126,448043,3135691
52127,448046,3135603
52128,448046,3133877
52129,448049,3356759
52130,448049,3057741
52131,448051,3133881
52132,448053,3137571
52133,448055,3315587
52134,448055,3135566
52135,448057,3315033
52136,448057,3133885
52137,448061,3085593
52138,448063,3085569
52139,448064,3057753
52140,448068,3186922
52141,448068,3356757
52142,448070,3057745
52143,448076,3315513
52144,448093,3342762
52145,448093,3342783
52146,448093,3133736
52147,448095,3337298
52148,448095,3173134
52149,448095,3078500
52150,448100,3186947
52151,448105,3173152
52152,448112,3169840
52153,448113,3337244
52154,448121,3356789
52155,448121,3337235
52156,448128,3337259
52157,448133,3135590
52158,448134,3134173
52159,448136,3337250
52160,448139,3358120
52161,448142,3350992
52162,448153,3169733
52163,448160,3078566
52164,448163,3350672
52165,448163,3350692
52166,448164,3347354
52167,448171,3347371
52168,448174,3329419
52169,448175,3134193
52170,448176,3158436
52171,448176,3134174
52172,448177,3354682
52173,448177,3169954
52174,448177,3358125
52175,448184,3158436
52176,448185,3158222
52177,448185,3158204
52178,448186,3337190
52179,448187,3158030
52180,448188,3135974
52181,448189,3173090
52182,448190,3334552
52183,448197,3337303
52184,448198,3158222
52185,448198,3158204
52186,448203,3158029
52187,448204,3356357
52188,448222,3141459
52189,448227,3337301
52190,448236,3333138
52191,448238,3187051
52192,448241,3169609
52193,448244,3333152
52194,448245,3134126
52195,448246,3134140
52196,448247,3134174
52197,448248,3134193
52198,448258,3152116
52199,448265,3134138
52200,448269,3134173
52201,448269,3134193
52202,448270,3162352
52203,448272,3356320
52204,448286,3334457
52205,448291,3134173
52206,448292,3334545
52207,448293,3334560
52208,448302,3334510
52209,448304,3160866
52210,448304,3169851
52211,448305,3334544
52212,448306,3334559
52213,448339,3356880
52214,448340,3346611
52215,448342,3346636
52216,448345,2871426
52217,448352,3346672
52218,448355,3136560
52219,448360,3346575
52220,448360,3330172
52221,448363,3334541
52222,448369,3169755
52223,448375,3170330
52224,448377,3160859
52225,448380,3172940
52226,448391,3347112
52227,448399,3347093
52228,448402,3336897
52229,448406,3333996
52230,448407,3173019
52231,448407,3334031
52232,448408,3170342
52233,448410,3347121
52234,448416,3347101
52235,448419,3336910
52236,448420,3136539
52237,448420,3346889
52238,448425,3346654
52239,448426,3346626
52240,448426,3346600
52241,448426,3172981
52242,448428,3052512
52243,448429,3346485
52244,448430,3346360
52245,448434,3346638
52246,448434,3160862
52247,448435,3346613
52248,448435,3138249
52249,448439,3057246
52250,448441,3138272
52251,448442,3172982
52252,448443,3346785
52253,448443,3346655
52254,448444,3346627
52255,448445,3346600
52256,448445,3135558
52257,448445,3138246
52258,448446,3043548
52259,448446,3135576
52260,448448,3346486
52261,448448,3172971
52262,448449,3346448
52263,448449,3346360
52264,448451,3346638
52265,448453,3138269
52266,448453,3346613
52267,448454,3172999
52268,448455,3172861
52269,448455,3057259
52270,448457,3336827
52271,448458,3137212
52272,448462,3172902
52273,448465,3170548
52274,448474,3141479
52275,448475,3141458
52276,448477,2980428
52277,448479,3354719
52278,448479,3156722
52279,448483,2954397
52280,448483,2954425
52281,448486,3350696
52282,448486,3172924
52283,448487,3350675
52284,448488,3337623
52285,448494,3354720
52286,448495,3141458
52287,448495,3387985
52288,448495,3141479
52289,448497,3337660
52290,448498,3187234
52291,448499,3388005
52292,448506,2908298
52293,448511,3172941
52294,448518,3191723
52295,448519,3346674
52296,448525,3136423
52297,448528,3346019
52298,448529,3356963
52299,448533,3336763
52300,448535,3162218
52301,448535,3070264
52302,448536,3172960
52303,448540,3346582
52304,448542,3346032
52305,448553,3134017
52306,448569,3070264
52307,448570,3156334
52308,448574,3136624
52309,448580,3336672
52310,448582,3134006
52311,448595,3158439
52312,448595,3166201
52313,448595,3336682
52314,448608,3334538
52315,448610,3168244
52316,448618,3173261
52317,448629,3168244
52318,448630,3052511
52319,448633,3173261
52320,448635,3169656
52321,448639,3174729
52322,448642,3358125
52323,448651,3181217
52324,448651,3172899
52325,448653,3357012
52326,448654,3174729
52327,448655,3174735
52328,448655,2871279
52329,448662,3334533
52330,448664,2871307
52331,448667,3169630
52332,448678,3175552
52333,448678,3176370
52334,448680,3175548
52335,448680,3177698
52336,448688,3350676
52337,448692,3350698
52338,448702,3136878
52339,448705,2871271
52340,448710,3328300
52341,448711,3158438
52342,448712,3151993
52343,448712,2871300
52344,448721,3136855
52345,448723,3135507
52346,448723,2871299
52347,448732,3135529
52348,448737,2871269
52349,448746,3052510
52350,448748,3135496
52351,448750,3170664
52352,448757,3135520
52353,448761,3160861
52354,448764,3164602
52355,448766,3336439
52356,448768,3157885
52357,448774,3158438
52358,448783,3336451
52359,448793,3157058
52360,448809,3157042
52361,448816,3056771
52362,448824,3168240
52363,448841,3158431
52364,448842,3137224
52365,448843,3157104
52366,448844,3157074
52367,448844,3056765
52368,448849,3056728
52369,448854,3332654
52370,448857,3325529
52371,448858,3139653
52372,448858,3332647
52373,448864,3056738
52374,448868,3170786
52375,448870,3332663
52376,448871,3137089
52377,448872,3139659
52378,448873,3332654
52379,448883,3052510
52380,448883,3106594
52381,448895,3315908
52382,448897,3336275
52383,448902,3325533
52384,448910,3157850
52385,448911,3336287
52386,448927,3137216
52387,448927,3085586
52388,448927,3085543
52389,448941,2871309
52390,448941,2871287
52391,448947,3334119
52392,448955,3337865
52393,448961,3296429
52394,448964,3156060
52395,448964,3334328
52396,448969,3334511
52397,448969,3346652
52398,448979,3334511
52399,448982,3135377
52400,448983,3357153
52401,448984,3350700
52402,448985,3350676
52403,448985,3170909
52404,448991,3134587
52405,448994,3137243
52406,448994,3135398
52407,449006,3141450
52408,449008,3177815
52409,449016,3134578
52410,449017,3172592
52411,449033,3336106
52412,449037,3172592
52413,449046,3336118
52414,449060,3160863
52415,449061,3355317
52416,449078,3355292
52417,449081,3158431
52418,449082,3157795
52419,449082,3158445
52420,449082,3158755
52421,449083,3158604
52422,449085,3355335
52423,449087,3157811
52424,449088,3036607
52425,449089,3035860
52426,449095,3302172
52427,449096,3158754
52428,449096,3158445
52429,449096,3158431
52430,449096,3158399
52431,449097,3158604
52432,449102,3032214
52433,449105,3347491
52434,449111,3037713
52435,449113,3259499
52436,449113,3355233
52437,449118,3355234
52438,449119,3354790
52439,449120,3137131
52440,449125,3158995
52441,449127,2871305
52442,449129,3347490
52443,449130,3355265
52444,449133,3226657
52445,449134,3158043
52446,449135,3355272
52447,449136,3158991
52448,449137,3158039
52449,449137,3159020
52450,449138,3158446
52451,449141,2871330
52452,449141,3369779
52453,449143,3317392
52454,449144,3158431
52455,449148,3354792
52456,449148,3159010
52457,449157,3357228
52458,449165,3337923
52459,449173,3137328
52460,449183,3043545
52461,449183,3135227
52462,449188,2871313
52463,449193,3135187
52464,449196,2871336
52465,449200,3135248
52466,449201,3342800
52467,449202,3342779
52468,449203,3354807
52469,449208,3158428
52470,449213,3342801
52471,449213,3135207
52472,449215,3342779
52473,449219,3051391
52474,449219,3050895
52475,449219,3105689
52476,449222,3051702
52477,449222,3054777
52478,449222,3055499
52479,449224,3055231
52480,449224,3054938
52481,449225,3049665
52482,449227,3052505
52483,449227,3135227
52484,449227,3052514
52485,449228,3052407
52486,449232,3354891
52487,449233,3051409
52488,449233,3054121
52489,449235,3051702
52490,449239,3052408
52491,449240,3052506
52492,449240,3052515
52493,449242,3050888
52494,449242,3052559
52495,449242,3054783
52496,449243,3134171
52497,449244,3055230
52498,449244,3055497
52499,449244,3054937
52500,449245,3134192
52501,449245,3049663
52502,449246,3135267
52503,449247,3054122
52504,449259,3140377
52505,449263,3354813
52506,449264,3049340
52507,449267,3354797
52508,449278,3354806
52509,449279,3354756
52510,449279,3346667
52511,449279,3335798
52512,449283,3296355
52513,449286,3049340
52514,449288,3354816
52515,449291,3177914
52516,449293,3335809
52517,449293,3354800
52518,449296,3354899
52519,449300,3172370
52520,449301,3354810
52521,449306,3172378
52522,449306,3158448
52523,449310,3354819
52524,449316,3329912
52525,449317,3105427
52526,449319,3354803
52527,449332,2954466
52528,449334,3070622
52529,449338,2954440
52530,449344,3052539
52531,449350,3354739
52532,449355,3350683
52533,449363,3135096
52534,449377,3354825
52535,449379,3354808
52536,449386,3350705
52537,449390,3159651
52538,449392,3160100
52539,449393,3160506
52540,449396,3138897
52541,449396,3160870
52542,449397,3160860
52543,449398,3161262
52544,449399,3161271
52545,449405,3159889
52546,449405,3159652
52547,449405,3160099
52548,449406,3160509
52549,449408,3160871
52550,449408,3160860
52551,449408,3138912
52552,449410,3171199
52553,449411,3161260
52554,449413,3161269
52555,449413,3354391
52556,449414,3352888
52557,449417,3138122
52558,449421,2871352
52559,449422,2728107
52560,449426,3138108
52561,449428,3351578
52562,449429,3351295
52563,449430,3172282
52564,449432,3350961
52565,449434,3352887
52566,449434,3350705
52567,449434,3350750
52568,449435,3350687
52569,449435,3350634
52570,449436,3134991
52571,449438,3350341
52572,449438,3354386
52573,449441,3137549
52574,449446,3351578
52575,449447,3346360
52576,449447,3346379
52577,449447,3351295
52578,449450,3350962
52579,449451,3350745
52580,449452,3350706
52581,449452,3350687
52582,449452,3350641
52583,449454,2728112
52584,449454,2728106
52585,449454,2728117
52586,449457,3350341
52587,449460,3135032
52588,449463,3135061
52589,449468,3350082
52590,449469,3350074
52591,449471,3350067
52592,449475,3135023
52593,449475,3158442
52594,449476,3135340
52595,449490,3350085
52596,449490,3353569
52597,449492,3350067
52598,449493,3350706
52599,449494,3350686
52600,449496,3157520
52601,449498,3354839
52602,449498,3354823
52603,449503,3353703
52604,449504,3164756
52605,449508,3137882
52606,449508,3354164
52607,449509,3353568
52608,449517,3353659
52609,449521,3353690
52610,449522,3354028
52611,449537,3187348
52612,449541,2728112
52613,449541,2728120
52614,449547,3353673
52615,449550,3164653
52616,449550,3048378
52617,449558,3354847
52618,449559,3354830
52619,449561,3135010
52620,449569,3327643
52621,449572,3048386
52622,449575,3161618
52623,449577,3043541
52624,449583,3161626
52625,449585,3161608
52626,449589,3372667
52627,449590,3163712
52628,449592,3172160
52629,449593,3048247
52630,449593,3161616
52631,449595,3172145
52632,449597,2728103
52633,449601,2728111
52634,449602,3350707
52635,449607,3350687
52636,449614,3048252
52637,449620,2728099
52638,449620,2728108
52639,449623,3353318
52640,449626,3160862
52641,449626,3160880
52642,449629,3137940
52643,449636,3256757
52644,449637,3354216
52645,449638,3346752
52646,449640,3346778
52647,449641,3348573
52648,449646,3353276
52649,449647,3348552
52650,449653,3158443
52651,449656,3358222
52652,449658,3348579
52653,449667,3348557
52654,449669,3158443
52655,449679,3354423
52656,449680,3357452
52657,449687,2728085
52658,449687,2728095
52659,449693,3356434
52660,449696,3355880
52661,449697,3354417
52662,449698,2954630
52663,449699,3162685
52664,449699,3355488
52665,449705,3355207
52666,449711,3346794
52667,449711,3354862
52668,449711,3157470
52669,449712,3157490
52670,449712,3354844
52671,449712,3354828
52672,449713,3162530
52673,449713,3162685
52674,449713,3162938
52675,449717,3138645
52676,449724,3151986
52677,449725,3162534
52678,449728,3138663
52679,449733,3135637
52680,449735,3138637
52681,449735,3350709
52682,449742,3350689
52683,449742,3138654
52684,449753,3162361
52685,449755,3358261
52686,449766,3138160
52687,449769,3342798
52688,449769,3342820
52689,449769,3162366
52690,449777,3172009
52691,449777,3161911
52692,449785,3112667
52693,449787,3350844
52694,449791,3350560
52695,449792,3161909
52696,449794,3164932
52697,449795,3172009
52698,449797,3350471
52699,449801,3126253
52700,449805,3351295
52701,449809,3348628
52702,449811,3350690
52703,449811,3350709
52704,449812,3140092
52705,449819,3350184
52706,449822,3350700
52707,449824,3348607
52708,449825,3332330
52709,449826,3134186
52710,449827,3134164
52711,449828,3351194
52712,449830,2728058
52713,449832,2728067
52714,449833,3350710
52715,449834,3350690
52716,449836,3349357
52717,449842,3134164
52718,449842,3134185
52719,449844,3151991
52720,449844,3151981
52721,449845,3350080
52722,449853,3348782
52723,449856,3330111
52724,449856,3335074
52725,449858,3134881
52726,449860,3350417
52727,449861,3350774
52728,449861,3350577
52729,449867,3335086
52730,449873,3334594
52731,449874,3349201
52732,449889,3332298
52733,449895,3137012
52734,449901,3348550
52735,449905,3134896
52736,449907,3364670
52737,449909,3348660
52738,449918,3350710
52739,449918,3348640
52740,449920,3136988
52741,449925,3348653
52742,449928,3358323
52743,449929,3157702
52744,449935,3350690
52745,449935,3348667
52746,449939,3348647
52747,449945,3157432
52748,449947,3157452
52749,449948,3348660
52750,449950,3157682
52751,449951,3226903
52752,449957,3348675
52753,449958,3348653
52754,449961,3052537
52755,449962,3052508
52756,449963,3104368
52757,449972,3345718
52758,449972,3345463
52759,449976,3348772
52760,449981,3345277
52761,449987,3126205
52762,449991,3345716
52763,449992,3345464
52764,449992,2954909
52765,450000,3345281
52766,450004,3160864
52767,450004,3138408
52768,450004,3160881
52769,450009,2954888
52770,450009,3165012
52771,450013,3135777
52772,450016,3346657
52773,450017,3354866
52774,450017,3354883
52775,450018,3348571
52776,450023,3171884
52777,450023,3171873
52778,450023,3171743
52779,450023,3171680
52780,450028,3348197
52781,450030,3166196
52782,450036,3348679
52783,450042,3052537
52784,450043,3348704
52785,450043,3052508
52786,450047,3157426
52787,450056,3046804
52788,450057,3135768
52789,450071,3345121
52790,450075,3046810
52791,450078,3331430
52792,450083,3345134
52793,450084,3348075
52794,450086,3226925
52795,450092,3334786
52796,450102,3334795
52797,450105,3135772
52798,450116,3387483
52799,450120,3387502
52800,450131,3327114
52801,450134,3347257
52802,450148,3104344
52803,450154,3135796
52804,450160,3330386
52805,450168,3347631
52806,450169,3140047
52807,450170,3140072
52808,450176,3157743
52809,450180,3181213
52810,450180,3347662
52811,450194,3140046
52812,450195,3140072
52813,450202,3158444
52814,450207,3162474
52815,450215,3150908
52816,450215,3150896
52817,450216,3150811
52818,450216,3151282
52819,450216,3151296
52820,450217,3150560
52821,450219,3157414
52822,450219,3157433
52823,450220,3155394
52824,450221,3151981
52825,450222,3152003
52826,450225,3134163
52827,450227,3171870
52828,450227,3171882
52829,450228,3154677
52830,450228,3153592
52831,450229,3154508
52832,450231,3170026
52833,450231,3150560
52834,450232,3150906
52835,450232,3150897
52836,450232,3150811
52837,450232,3151281
52838,450232,3151295
52839,450232,3169917
52840,450232,3170648
52841,450233,3173080
52842,450234,3155845
52843,450234,3138745
52844,450235,3158444
52845,450235,3173224
52846,450235,3150173
52847,450236,3154895
52848,450236,3173377
52849,450241,3152004
52850,450242,3150018
52851,450242,3151981
52852,450243,3153588
52853,450243,3169839
52854,450244,3154677
52855,450244,3154507
52856,450251,3154893
52857,450251,3334601
52858,450253,3150174
52859,450260,3174720
52860,450260,3150018
52861,450261,3334611
52862,450262,3134186
52863,450264,3345031
52864,450265,3175168
52865,450265,3175452
52866,450266,3181209
52867,450266,3175508
52868,450269,3345053
52869,450271,3134163
52870,450277,3165112
52871,450280,3176370
52872,450293,3177979
52873,450298,3179148
52874,450302,3347134
52875,450302,3180274
52876,450307,3134186
52877,450309,3180500
52878,450314,3181217
52879,450314,3181152
52880,450323,3333693
52881,450329,3333712
52882,450329,3334510
52883,450335,3135859
52884,450339,3354861
52885,450340,3334519
52886,450340,3354878
52887,450345,3346945
52888,450351,3350713
52889,450351,3350693
52890,450352,3346834
52891,450358,3330438
52892,450360,3348710
52893,450370,3346755
52894,450370,3346843
52895,450370,3156025
52896,450372,3346925
52897,450372,3345034
52898,450376,3345054
52899,450381,3342833
52900,450381,3346688
52901,450383,3175506
52902,450383,3140235
52903,450384,3140157
52904,450385,3140311
52905,450385,3342813
52906,450395,3134770
52907,450395,3346731
52908,450395,3140063
52909,450400,3140035
52910,450401,3134794
52911,450403,3331398
52912,450404,3157402
52913,450404,3140235
52914,450405,3140311
52915,450405,3157417
52916,450409,3140133
52917,450409,3134793
52918,450411,3134767
52919,450417,3134793
52920,450418,3140061
52921,450420,3157401
52922,450420,3364370
52923,450420,3139919
52924,450421,3157416
52925,450423,3140035
52926,450430,3139995
52927,450430,3158444
52928,450435,3345056
52929,450436,3345037
52930,450438,3345115
52931,450439,3162489
52932,450441,3326895
52933,450441,3139921
52934,450441,3287250
52935,450442,3140982
52936,450442,3287236
52937,450443,3344965
52938,450443,3138958
52939,450444,3155209
52940,450445,3346266
52941,450447,3342834
52942,450447,3342814
52943,450453,3342924
52944,450454,3331890
52945,450454,3100269
52946,450455,3342751
52947,450457,3140978
52948,450457,3354860
52949,450458,3354878
52950,450460,3140033
52951,450464,3155210
52952,450472,3139619
52953,450474,3139603
52954,450475,3256568
52955,450481,3346234
52956,450482,3256444
52957,450484,3345882
52958,450485,3331476
52959,450486,3141123
52960,450490,3255893
52961,450491,3139623
52962,450492,3139615
52963,450494,3139608
52964,450496,3255614
52965,450499,3139170
52966,450503,3141118
52967,450505,3255223
52968,450506,3139401
52969,450506,3344951
52970,450507,3136944
52971,450507,3255085
52972,450509,3344360
52973,450509,3136964
52974,450510,3139319
52975,450510,3138689
52976,450512,3343566
52977,450521,3342136
52978,450524,3136942
52979,450525,3136962
52980,450527,3070652
52981,450529,3345729
52982,450532,3340139
52983,450532,3139186
52984,450533,3331759
52985,450538,3126067
52986,450543,3139188
52987,450547,3344361
52988,450547,3344334
52989,450548,3139260
52990,450551,3139142
52991,450552,3343502
52992,450556,3139217
52993,450557,3342265
52994,450566,3139161
52995,450566,3249134
52996,450569,3156253
52997,450572,3340143
52998,450576,3149130
52999,450577,3252952
53000,450583,3157874
53001,450583,3333497
53002,450584,3347131
53003,450588,3149138
53004,450594,3249707
53005,450594,3157790
53006,450596,3333501
53007,450606,3345136
53008,450608,3157390
53009,450608,3032213
53010,450611,3344977
53011,450612,3158439
53012,450612,3250141
53013,450612,3159660
53014,450612,3158445
53015,450613,3158641
53016,450613,3157935
53017,450613,3157874
53018,450614,3345065
53019,450614,3138890
53020,450614,3158859
53021,450614,3345043
53022,450614,3157675
53023,450615,3157697
53024,450615,3158160
53025,450615,3157651
53026,450615,3158169
53027,450616,3157594
53028,450616,3157581
53029,450617,3138741
53030,450617,3159262
53031,450619,3157403
53032,450619,3342753
53033,450620,3139287
53034,450621,3346635
53035,450622,3342901
53036,450623,3157928
53037,450624,3157389
53038,450624,3157878
53039,450624,3157871
53040,450625,3157638
53041,450625,3171878
53042,450625,3157676
53043,450625,3171868
53044,450625,3157698
53045,450625,3157581
53046,450625,3157593
53047,450625,3138690
53048,450626,3332139
53049,450626,3342838
53050,450627,3342817
53051,450628,3157403
53052,450633,3134182
53053,450633,3149051
53054,450634,3134164
53055,450635,3138750
53056,450638,3138732
53057,450639,3145826
53058,450640,3145848
53059,450643,3316209
53060,450644,3141411
53061,450644,3118226
53062,450647,3149061
53063,450649,3145527
53064,450651,3138756
53065,450656,3145847
53066,450657,3145826
53067,450661,3141409
53068,450662,3157889
53069,450662,3145526
53070,450664,3161276
53071,450664,3161291
53072,450665,3387313
53073,450666,3114402
53074,450667,3345045
53075,450668,3345065
53076,450670,3162492
53077,450671,3168969
53078,450677,3138364
53079,450677,3387328
53080,450677,3151974
53081,450678,3342818
53082,450678,3138355
53083,450678,3151996
53084,450683,3345066
53085,450683,3332702
53086,450685,3134164
53087,450690,3302406
53088,450695,3138366
53089,450696,3138358
53090,450698,3342839
53091,450698,3143915
53092,450701,3141501
53093,450702,3248455
53094,450702,3334082
53095,450703,3342839
53096,450709,3141703
53097,450710,3142285
53098,450710,3141850
53099,450712,3138148
53100,450713,3143916
53101,450714,3334090
53102,450723,3308593
53103,450723,3141848
53104,450724,3142285
53105,450724,3141614
53106,450725,3141704
53107,450731,3138152
53108,450731,3038687
53109,450735,2727882
53110,450735,2727893
53111,450736,3158445
53112,450741,3334060
53113,450746,3334032
53114,450757,3162492
53115,450758,3140038
53116,450758,3140019
53117,450770,3140019
53118,450771,3140038
53119,450773,3354847
53120,450774,3354869
53121,450778,3100270
53122,450797,3134186
53123,450806,3038687
53124,450809,3104183
53125,450811,3134167
53126,450815,3137618
53127,450817,3325585
53128,450821,3113113
53129,450824,3325568
53130,450825,3157343
53131,450830,3157359
53132,450834,3137624
53133,450838,3156253
53134,450841,3330463
53135,450843,3287252
53136,450843,3287239
53137,450843,3156256
53138,450854,3333532
53139,450860,3157329
53140,450867,3134187
53141,450870,3157324
53142,450875,3286390
53143,450895,3344771
53144,450899,3139573
53145,450904,3350717
53146,450904,3350697
53147,450913,3139220
53148,450913,3344771
53149,450917,3052483
53150,450920,3350717
53151,450920,3350697
53152,450926,3168236
53153,450930,3333921
53154,450930,3342953
53155,450935,3347039
53156,450936,3347018
53157,450936,3160150
53158,450941,3168197
53159,450942,3342970
53160,450943,3139578
53161,450946,3342943
53162,450949,3171611
53163,450949,3175511
53164,450951,3044014
53165,450956,3137318
53166,450957,3342962
53167,450958,3168236
53168,450959,3171866
53169,450960,3171880
53170,450963,3140085
53171,450967,3044040
53172,450968,3333870
53173,450973,3140068
53174,450975,3137331
53175,450975,3347018
53176,451013,3162494
53177,451025,3167982
53178,451025,3334438
53179,451030,3165149
53180,451030,3161278
53181,451031,3343440
53182,451036,3151972
53183,451036,3151993
53184,451040,3343449
53185,451045,3343427
53186,451045,3161296
53187,451052,3363894
53188,451054,3343436
53189,451059,3146764
53190,451060,3146775
53191,451061,3147156
53192,451061,3147143
53193,451064,3147715
53194,451067,3334413
53195,451070,3146765
53196,451071,3146776
53197,451077,3147714
53198,451077,3147143
53199,451078,3147157
53200,451088,3333641
53201,451100,3333650
53202,451104,3209915
53203,451104,3043548
53204,451106,3043543
53205,451112,3167756
53206,451118,3171865
53207,451123,3168234
53208,451128,3043544
53209,451138,3157911
53210,451148,3161279
53211,451148,3161297
53212,451148,3157223
53213,451150,3157243
53214,451153,3161035
53215,451154,3160916
53216,451176,3171870
53217,451187,3136915
53218,451190,3165546
53219,451199,3175504
53220,451200,2980414
53221,451201,3363772
53222,451202,3139831
53223,451208,3136983
53224,451217,3354793
53225,451221,3046425
53226,451221,3140362
53227,451221,3046628
53228,451222,3046931
53229,451222,3354816
53230,451226,3047167
53231,451232,3156696
53232,451232,3134165
53233,451232,3048471
53234,451233,3171878
53235,451234,3049181
53236,451234,3049359
53237,451235,3140352
53238,451237,3049816
53239,451237,3049609
53240,451238,3050227
53241,451240,3051488
53242,451242,3051689
53243,451245,3156760
53244,451246,3052502
53245,451248,3166203
53246,451252,3043549
53247,451257,3156754
53248,451267,3136910
53249,451276,3139926
53250,451276,3157215
53251,451277,3157223
53252,451278,3157244
53253,451280,3165156
53254,451284,3157905
53255,451288,3136884
53256,451290,3387169
53257,451293,3134185
53258,451293,3330609
53259,451294,3136908
53260,451302,3140536
53261,451313,3166614
53262,451314,3136883
53263,451318,3140534
53264,451343,3136882
53265,451347,3136839
53266,451371,3346970
53267,451373,3325912
53268,451374,3330302
53269,451379,3070660
53270,451380,3325898
53271,451407,3134168
53272,451408,3134186
53273,451412,3162494
53274,451412,3161279
53275,451413,3161297
53276,451413,3043559
53277,451414,3043550
53278,451414,3134168
53279,451418,3161972
53280,451418,3162140
53281,451419,3162649
53282,451420,3168233
53283,451420,3161797
53284,451420,3134168
53285,451421,3163708
53286,451421,3162901
53287,451422,3163038
53288,451423,3164314
53289,451425,3164844
53290,451426,3162494
53291,451432,3147155
53292,451432,3147142
53293,451433,3330480
53294,451439,3151994
53295,451440,3151975
53296,451447,3147155
53297,451447,3147142
53298,451456,3104741
53299,451467,3164410
53300,451468,3162215
53301,451479,3162220
53302,451488,3052500
53303,451502,3140905
53304,451505,3140886
53305,451508,3358825
53306,451512,3136570
53307,451530,3136869
53308,451531,3136887
53309,451532,3136585
53310,451534,2727753
53311,451534,2727762
53312,451536,3157226
53313,451538,3136540
53314,451540,3157244
53315,451544,3346957
53316,451544,3333113
53317,451545,3387259
53318,451554,3136559
53319,451556,3333125
53320,451557,3044450
53321,451562,3043558
53322,451593,3326040
53323,451603,3326030
53324,451612,3044014
53325,451616,3171866
53326,451622,3209965
53327,451624,3125799
53328,451630,3045518
53329,451637,3171711
53330,451645,3045298
53331,451645,3051689
53332,451649,3052499
53333,451661,3350721
53334,451661,3350706
53335,451667,3245320
53336,451670,3157227
53337,451671,3157245
53338,451673,3358810
53339,451674,3358821
53340,451681,3358820
53341,451688,3358809
53342,451688,3044248
53343,451689,3358820
53344,451693,3363021
53345,451704,3354666
53346,451710,3354689
53347,451725,3171845
53348,451744,3332883
53349,451749,3171845
53350,451749,3171872
53351,451756,3332895
53352,451788,3244658
53353,451799,3175522
53354,451804,3168229
53355,451814,3136229
53356,451816,3136892
53357,451816,3141047
53358,451823,3136874
53359,451829,3136208
53360,451830,3171536
53361,451833,3141033
53362,451833,3187805
53363,451834,3136247
53364,451842,3244106
53365,451845,3171549
53366,451850,3136227
53367,451853,3170547
53368,451860,3151295
53369,451861,3326098
53370,451866,2908315
53371,451867,3149111
53372,451871,3150387
53373,451872,3148828
53374,451873,3151295
53375,451877,3148354
53376,451878,3165141
53377,451882,3041425
53378,451884,3149111
53379,451885,3150388
53380,451887,3150374
53381,451887,3148354
53382,451890,3147151
53383,451891,3147137
53384,451891,3148828
53385,451894,3151470
53386,451897,3326101
53387,451898,3326085
53388,451898,3125733
53389,451903,3346801
53390,451905,3326190
53391,451907,3151465
53392,451907,3041430
53393,451912,3347724
53394,451924,3141210
53395,451929,3347718
53396,451933,3136926
53397,451935,2727725
53398,451935,2727735
53399,451935,3326769
53400,451938,3346933
53401,451938,3136063
53402,451938,3346539
53403,451939,3161291
53404,451942,3136910
53405,451943,3141205
53406,451944,3332654
53407,451956,3332665
53408,451957,2930890
53409,451959,3151979
53410,451959,3151973
53411,451959,3136081
53412,451960,3151999
53413,451960,3147761
53414,451963,3326707
53415,451965,3243597
53416,451965,3161291
53417,451965,3171440
53418,451966,3147773
53419,451966,3151999
53420,451967,3161274
53421,451968,3133183
53422,451969,3346644
53423,451972,3147753
53424,451975,3346597
53425,451976,3171456
53426,451976,3133477
53427,451978,3346849
53428,451978,3168228
53429,451978,3147765
53430,451983,3157197
53431,451983,3161273
53432,451984,3161291
53433,451984,3157216
53434,451985,3134970
53435,451989,3134990
53436,451989,3133471
53437,452003,3325534
53438,452005,3134044
53439,452006,3133982
53440,452006,3134436
53441,452007,3134167
53442,452009,3134188
53443,452009,3133639
53444,452013,3346768
53445,452013,3168228
53446,452015,3041233
53447,452018,3350709
53448,452018,3350725
53449,452020,3134436
53450,452020,3134044
53451,452021,3133982
53452,452022,3141389
53453,452022,3043574
53454,452022,3134167
53455,452023,3133639
53456,452023,3132572
53457,452024,3134188
53458,452025,3041173
53459,452027,3325531
53460,452032,3346764
53461,452038,3330282
53462,452040,3141378
53463,452045,3041184
53464,452065,3346922
53465,452070,3170245
53466,452071,3326111
53467,452071,3326095
53468,452087,3346922
53469,452095,3347931
