N,X,Y
3022,567334,2886453
3023,565935,2888085
3024,587329,2888102
3025,586006,2888834
3026,589452,2889019
3027,589160,2888384
3028,572746,2888150
3029,574738,2888527
3030,575759,2888359
3031,587757,2889050
3032,570192,2888540
3033,577172,2888539
3034,578823,2888522
3035,580607,2888445
3036,582297,2888629
3037,584322,2888675
3038,585392,2889023
3039,585800,2889332
3040,586827,2889376
3041,564333,2888490
3042,563050,2888260
3043,589475,2889486
3044,573136,2889864
3045,585953,2889964
3046,567786,2889534
3047,588204,2889889
3048,569422,2890042
3049,566342,2889909
3050,571958,2889913
3051,570696,2889901
3052,574097,2889780
3053,561344,2889948
3054,578828,2890236
3055,580525,2890073
3056,585097,2890331
3057,585881,2890750
3058,586648,2890080
3059,587674,2890498
3060,559038,2890342
3061,588611,2890870
3062,589247,2890701
3063,558789,2886744
3064,567821,2891110
3065,569461,2891124
3066,565976,2891038
3067,570458,2891358
3068,572037,2891294
3069,573473,2891400
3070,575149,2890819
3071,578900,2891793
3072,580491,2891964
3073,582140,2891918
3074,567895,2892812
3075,587072,2892523
3076,567310,2893387
3077,572418,2892880
3078,577476,2893191
3079,578608,2892956
3080,580417,2893436
3081,582040,2893472
3082,583235,2893594
3083,583999,2893442
3084,575386,2893098
3085,585034,2891953
3086,585979,2893804
3087,587604,2894052
3088,573725,2893552
3089,569923,2893382
3090,588954,2892866
3091,589512,2893009
3092,567891,2893974
3093,572254,2894070
3094,570351,2893480
3095,555979,2878308
3096,587322,2894913
3097,584267,2894709
3098,573845,2895190
3099,577216,2895222
3100,585983,2895264
3101,580382,2895314
3102,575266,2895199
3103,581940,2895546
3104,583557,2895756
3105,584578,2896289
3106,584853,2895622
3107,587234,2896152
3108,588903,2895817
3109,578395,2895538
3110,570004,2896080
3111,572346,2896442
3112,573941,2896548
3113,578374,2896988
3114,581906,2896936
3115,580284,2897032
3116,584975,2897329
3117,579271,2897293
3118,584710,2897846
3119,585248,2898326
3120,585854,2897742
3121,579662,2898503
3122,572321,2898126
3123,573920,2898137
3124,575532,2898230
3125,577154,2898164
3126,578709,2898210
3127,581949,2898758
3128,583526,2898858
3129,585037,2899020
3130,585609,2898952
3131,586267,2898945
3132,580672,2898900
3133,586827,2900188
3134,585260,2900306
3135,572005,2899966
3136,573572,2899985
3137,575453,2900122
3138,585027,2901281
3139,586175,2900663
3140,587207,2900234
3141,587004,2900940
3142,586642,2901055
3143,582840,2900426
3144,588506,2900442
3145,589735,2899028
3146,590201,2899425
3147,580324,2900686
3148,578557,2901702
3149,576156,2901630
3150,573691,2901756
3151,572386,2901796
3152,588540,2902182
3153,579951,2902536
3154,580833,2902299
3155,581897,2902369
3156,582919,2902222
3157,583995,2902413
3158,585626,2902384
3159,586529,2902487
3160,586895,2902511
3161,590499,2902782
3162,590812,2902865
3163,578703,2902834
3164,580010,2903533
3165,576683,2902907
3166,572427,2903795
3167,575220,2903652
3168,573841,2903412
3169,580806,2903917
3170,582104,2903853
3171,583341,2904292
3172,583868,2903976
3173,585215,2903728
3174,585989,2903644
3175,588818,2903764
3176,587061,2904066
3177,591471,2904457
3178,591012,2904319
3179,577038,2905219
3180,575645,2905242
3181,574128,2905398
3182,573689,2905376
3183,572461,2905278
3184,570651,2903726
3185,564856,2890712
3186,578627,2905167
3187,580483,2905223
3188,582132,2905567
3189,583718,2905569
3190,585391,2905672
3191,586868,2905555
3192,587552,2905676
3193,588822,2905458
3194,589245,2905677
3195,580011,2906878
3196,580462,2907122
3197,578809,2906999
3198,577163,2906859
3199,575706,2906890
3200,573946,2906859
3201,572459,2907004
3202,570830,2906446
3203,581999,2907077
3204,583751,2907216
3205,587844,2907287
3206,589055,2907254
3207,585468,2907386
3208,586900,2907304
3209,589772,2907466
3210,513014,2906031
3211,580560,2908382
3212,577977,2908470
3213,572436,2908623
3214,571092,2908472
3215,585450,2908928
3216,587019,2908866
3217,582217,2908839
3218,588479,2908906
3219,589797,2908950
3220,573984,2909702
3221,575323,2909708
3222,577919,2909771
3223,591926,2910406
3224,582061,2910364
3225,583810,2910605
3226,585766,2910398
3227,587697,2910490
3228,591368,2907499
3229,590102,2910506
3230,588751,2910480
3231,592187,2910436
3232,591983,2911203
3233,591205,2911279
3234,590452,2911607
3235,580363,2911723
3236,583778,2911682
3237,581926,2911735
3238,585672,2911981
3239,589138,2912190
3240,516586,2904319
3241,556494,2894652
3242,574556,2911562
3243,587680,2911908
3244,587897,2911669
3245,583944,2908978
3246,583198,2909067
3247,580513,2909829
3248,580388,2910735
3249,575637,2908496
3250,575727,2909177
3251,574010,2908468
3252,574142,2909137
3253,570742,2898420
3254,570404,2900051
3255,576966,2899512
3256,577185,2900588
3257,578725,2899537
3258,578635,2900611
3259,580810,2897937
3260,582975,2897678
3261,580015,2897984
3262,584166,2897800
3263,587211,2897426
3264,588244,2897819
3265,589738,2895098
3266,589818,2896627
3267,585674,2896475
3268,586252,2896562
3269,575994,2896801
3270,577288,2896596
3271,572452,2895193
3272,572686,2895187
3273,583173,2892045
3274,584181,2891868
3275,582624,2889849
3276,584111,2889913
3277,581784,2890179
3278,582579,2890623
3279,584006,2890683
3280,577270,2891550
3281,577438,2892198
3282,577033,2890214
3283,576374,2889931
3284,587058,2885642
3285,587346,2885342
3286,571468,2886988
3287,571006,2887204
3288,575678,2884615
3289,576652,2885028
3290,578751,2887118
3291,579030,2886814
3292,583078,2880111
3293,583027,2880557
3294,564663,2877346
3295,564721,2878148
3296,570782,2873977
3297,571382,2874707
3298,571119,2873179
3299,572544,2873064
3300,565902,2872711
3301,567700,2873001
3302,534629,3090432
3303,547990,3083430
3304,537605,3093147
3305,538718,3094910
3306,536962,3096660
3307,535829,3094322
3308,533168,3094176
3309,541923,3094887
3310,538788,3098270
3311,531039,3099026
3312,527934,3099266
3313,535453,3099092
3314,533692,3099212
3315,538213,3100295
3316,544514,3094459
3317,532871,3101737
3318,537952,3101959
3319,535052,3101953
3320,536401,3102006
3321,529369,3103134
3322,536472,3104401
3323,530951,3104818
3324,534814,3104847
3325,538237,3104996
3326,538286,3105998
3327,539084,3106108
3328,539550,3104823
3329,537975,3106396
3330,543319,3104007
3331,534782,3106713
3332,533067,3107100
3333,530792,3107109
3334,537604,3108275
3335,536342,3109842
3336,534372,3109088
3337,530879,3109724
3338,533038,3111264
3339,534900,3111065
3340,536783,3110976
3341,536627,3111638
3342,541215,3109916
3343,531315,3112058
3344,533093,3112500
3345,535106,3112515
3346,539207,3113197
3347,540169,3113329
3348,538681,3114203
3349,538953,3114307
3350,543077,3106314
3351,531446,3114918
3352,533705,3114786
3353,529716,3118115
3354,532363,3119660
3355,533127,3117734
3356,536470,3112466
3357,535571,3119907
3358,533187,3120143
3359,536786,3117544
3360,538207,3116007
3361,538304,3118927
3362,538512,3120794
3363,539313,3117748
3364,532410,3120967
3365,526413,3123753
3366,529065,3124657
3367,526434,3125771
3368,538688,3121636
3369,539451,3121477
3370,538407,3128980
3371,525750,3128029
3372,528475,3128250
3373,526303,3128380
3374,538323,3130644
3375,531749,3131913
3376,526270,3131618
3377,528158,3130590
3378,538277,3132440
3379,526000,3134921
3380,527404,3135277
3381,526744,3136683
3382,530461,3133262
3383,530584,3135972
3384,533003,3135189
3385,537869,3132736
3386,538526,3135575
3387,523351,3134382
3388,530997,3137168
3389,522834,3124972
3390,531584,3138122
3391,519112,3137630
3392,524831,3137713
3393,520128,3138230
3394,532730,3139168
3395,532800,3140455
3396,522561,3138508
3397,532765,3141148
3398,524648,3139536
3399,526394,3137275
3400,528695,3139401
3401,527705,3139960
3402,533062,3141961
3403,530689,3140005
3404,538432,3139830
3405,528553,3142236
3406,529293,3142395
3407,532085,3142393
3408,538994,3141148
3409,521117,3141926
3410,523029,3143794
3411,516262,3140202
3412,519478,3144388
3413,521525,3148009
3414,520688,3150659
3415,516583,3148252
3416,530269,3147128
3417,527849,3147131
3418,524274,3143383
3419,519758,3153873
3420,518052,3150156
3421,515695,3156128
3422,518864,3157671
3423,516498,3158364
3424,518415,3159435
3425,514675,3159978
3426,518738,3160842
3427,516046,3160883
3428,516841,3163327
3429,518300,3163163
3430,518760,3164256
3431,518286,3164966
3432,518773,3164878
3433,514377,3164693
3434,516660,3164909
3435,518773,3165446
3436,518941,3164543
3437,514202,3166349
3438,516304,3166494
3439,512726,3168968
3440,514360,3169386
3441,512151,3163575
3442,526437,3167887
3443,512927,3173579
3444,511768,3180581
3445,508592,3173985
3446,510665,3183592
3447,516476,3169714
3448,524279,3171963
3449,541768,3147945
3450,528598,3106977
3451,529159,3107062
3452,529150,3109484
3453,538688,3081770
3454,514302,3152515
3455,513502,3154332
3456,526575,3121646
3457,526730,3115486
3458,529206,3120662
3459,530648,3121196
3460,533777,3083648
3461,526828,3094050
3462,538360,3088193
3463,537784,3091282
3464,536587,3106292
3465,536416,3107202
3466,537569,3107108
3467,538302,3107146
3468,533364,3102475
3469,533200,3104397
3470,540216,3101839
3471,539441,3103541
3472,484346,3251760
3473,474914,3258263
3474,474338,3260231
3475,478640,3258638
3476,468044,3256986
3477,469459,3262126
3478,476505,3263042
3479,460806,3257418
3480,476442,3269197
3481,477290,3269212
3482,486949,3261736
3483,480039,3273474
3484,480627,3273782
3485,479754,3278943
3486,481768,3274800
3487,474117,3276189
3488,475659,3271773
3489,479352,3273914
3490,478101,3272158
3491,479813,3269592
3492,469840,3274716
3493,471059,3268114
3494,461816,3267497
3495,467784,3267052
3496,481205,3267453
3497,484607,3266406
3498,481126,3270039
3499,480556,3269882
3500,480286,3263036
3501,479244,3267626
3502,475803,3267561
3503,477412,3266488
3504,488115,3258654
3505,489268,3256469
3506,483213,3259289
3507,486317,3259691
3508,478837,3248604
3509,483515,3238901
3510,484700,3237774
3511,420300,3149612
3512,426312,3152389
3513,427252,3155106
3514,433640,3156110
3515,429390,3156609
3516,424214,3154189
3517,420462,3156768
3518,412334,3156318
3519,425816,3159775
3520,421235,3163604
3521,421331,3169118
3522,419861,3169876
3523,434605,3177979
3524,413791,3178190
3525,420286,3175578
3526,434607,3181202
3527,407275,3181677
3528,415176,3181568
3529,429873,3183229
3530,428284,3187055
3531,427944,3186852
3532,412619,3186987
3533,426381,3187698
3534,410451,3184331
3535,430811,3187494
3536,412512,3188540
3537,419982,3186884
3538,441952,3189294
3539,433226,3191424
3540,435265,3190397
3541,411545,3191211
3542,408185,3190614
3543,422278,3191235
3544,433236,3192298
3545,438867,3192994
3546,434246,3192780
3547,426044,3192493
3548,412836,3193568
3549,407396,3194513
3550,409852,3194597
3551,415896,3188520
3552,415063,3194323
3553,411921,3198464
3554,419719,3203676
3555,408419,3202735
3556,437854,3199254
3557,423784,3197766
3558,450643,3199666
3559,436462,3208142
3560,445824,3218649
3561,447047,3227236
3562,424234,3170446
3563,426110,3169650
3564,428020,3170170
3565,429646,3168611
3566,422473,3168652
3567,430814,3167390
3568,428337,3167376
3569,429026,3167288
3570,429768,3167005
3571,427596,3166105
3572,426853,3166378
3573,426968,3165012
3574,428425,3165884
3575,431155,3164034
3576,429596,3166028
3577,430045,3165304
3578,429394,3165265
3579,428223,3164820
3580,429568,3164362
3581,429870,3164685
3582,429222,3164098
3583,429979,3164294
3584,427502,3164313
3585,428438,3164036
3586,433294,3163269
3587,427463,3162946
3588,427744,3163775
3589,427989,3163921
3590,429458,3163420
3591,428857,3162931
3592,429152,3163536
3593,429813,3163150
3594,429310,3163103
3595,429584,3162713
3596,430177,3162676
3597,430203,3161547
3598,432758,3161844
3599,428200,3162202
3600,429818,3162094
3601,428508,3161506
3602,429661,3161775
3603,429341,3161004
3604,431357,3160710
3605,428885,3160308
3606,431840,3159154
3607,427987,3159799
3608,430093,3158934
3609,428362,3158847
3610,430385,3164476
3611,432273,3151304
3612,432947,3144737
3613,407737,3177852
3614,411369,3179784
3615,411834,3178593
3616,414518,3166272
3617,418504,3168004
3618,447365,3189406
3619,457729,3192365
3620,455419,3185652
3621,452727,3187895
3622,447084,3185765
3623,440666,3185282
3624,435669,3157982
3625,435438,3158555
3626,433895,3158380
3627,433467,3159487
3628,411147,3163722
3629,410146,3173514
3630,407902,3197457
3631,409902,3197068
3632,409302,3199940
3633,407845,3199939
3634,415062,3187510
3635,413901,3187837
3636,414180,3187116
3637,415093,3187137
3638,428559,3187750
3639,431441,3190067
3640,437923,3186973
3641,434509,3187739
3642,437839,3185234
3643,431423,3185934
3644,433114,3165557
3645,429443,3176099
3646,415910,3199549
3647,412280,3202523
3648,407445,3205132
3649,411113,3205099
3650,428213,3205361
3651,391300,3204814
3652,395765,3209332
3653,401261,3207724
3654,358395,3214159
3655,367786,3212548
3656,399138,3212610
3657,397472,3213503
3658,414024,3214246
3659,396535,3220201
3660,383589,3219386
3661,360923,3219768
3662,394448,3222126
3663,365507,3219421
3664,388453,3227924
3665,418861,3221903
3666,390164,3228090
3667,388551,3228796
3668,391847,3228344
3669,388479,3229752
3670,391825,3229938
3671,389913,3229894
3672,386989,3229736
3673,396093,3228498
3674,405016,3224419
3675,395299,3232364
3676,382726,3230769
3677,391945,3231905
3678,397978,3233272
3679,395786,3234972
3680,392738,3234872
3681,436999,3239862
3682,387784,3250780
3683,382675,3255222
3684,379892,3257071
3685,375552,3257467
3686,370352,3258132
3687,393437,3255394
3688,356847,3214758
3689,380142,3214184
3690,395402,3213335
3691,350839,3216190
3692,391781,3216579
3693,379633,3217447
3694,387631,3218201
3695,382455,3224168
3696,379638,3222477
3697,354862,3220186
3698,385393,3226741
3699,382905,3226163
3700,382786,3228286
3701,379824,3227352
3702,370420,3225514
3703,376095,3227645
3704,354702,3229590
3705,389806,3232654
3706,387703,3231764
3707,380011,3231428
3708,370607,3232867
3709,376201,3231774
3710,389774,3235213
3711,387443,3234910
3712,387236,3237767
3713,410954,3233554
3714,377480,3236436
3715,372818,3238514
3716,368742,3237742
3717,399345,3237008
3718,389743,3239254
3719,385867,3239687
3720,381503,3240113
3721,425455,3235470
3722,385332,3243076
3723,380730,3244269
3724,376947,3242617
3725,364905,3238195
3726,384514,3247150
3727,371166,3244802
3728,399283,3244456
3729,379638,3248691
3730,413755,3244466
3731,390311,3246580
3732,369727,3251196
3733,382578,3251407
3734,378119,3251862
3735,399745,3253596
3736,413814,3256496
3737,399913,3205213
3738,402979,3205160
3739,384276,3223234
3740,384568,3224686
3741,385681,3225554
3742,385374,3223605
3743,387657,3226478
3744,391023,3222181
3745,389884,3226033
3746,387793,3223471
3747,382195,3235930
3748,384214,3236745
3749,384502,3232359
3750,384967,3236099
3751,385429,3232848
3752,385271,3228270
3753,387150,3228446
3754,393554,3224581
3755,390677,3226636
3756,389284,3213397
3757,385229,3219954
3758,400228,3219103
3759,398737,3216503
3760,396568,3218650
3761,396659,3216230
3762,405737,3214694
3763,400277,3215109
3764,406081,3209864
3765,399314,3214512
3766,389434,3228021
3767,389454,3228838
3768,363653,3226926
3769,369717,3228412
3770,382182,3209545
3771,384253,3207548
3772,373750,3221145
3773,371352,3216311
3774,375916,3210533
3775,383754,3204826
3776,371740,3207722
3777,443689,3135920
3778,451790,3135886
3779,451803,3136612
3780,444232,3136743
3781,456949,3135940
3782,459440,3137157
3783,460958,3137306
3784,462188,3137898
3785,463176,3136963
3786,466931,3137142
3787,460843,3138174
3788,442253,3137201
3789,458992,3138376
3790,471112,3138216
3791,440973,3136359
3792,439967,3136608
3793,438432,3137592
3794,508576,3136512
3795,451620,3139156
3796,461070,3139600
3797,463630,3139123
3798,442705,3139984
3799,466777,3138769
3800,472179,3136947
3801,474169,3140563
3802,443321,3141531
3803,463402,3140986
3804,459458,3140284
3805,477016,3142421
3806,438412,3141022
3807,464695,3142062
3808,455932,3143299
3809,457094,3142990
3810,461417,3141834
3811,462277,3142417
3812,444608,3141689
3813,460658,3144225
3814,443695,3143936
3815,459349,3143867
3816,441600,3142474
3817,476670,3144307
3818,455291,3144766
3819,462397,3144843
3820,459133,3145395
3821,462579,3146105
3822,446312,3144797
3823,437465,3146699
3824,453743,3144572
3825,454099,3146540
3826,452190,3143389
3827,457109,3145946
3828,458698,3146511
3829,461377,3146624
3830,475772,3146663
3831,464653,3146958
3832,506617,3141326
3833,458447,3147344
3834,437415,3147387
3835,437422,3147933
3836,454232,3148070
3837,454840,3147725
3838,459905,3147758
3839,453829,3148012
3840,454808,3148663
3841,470666,3148021
3842,468720,3148151
3843,456318,3147995
3844,458014,3148996
3845,460214,3148907
3846,462537,3148557
3847,463915,3149698
3848,437740,3149099
3849,454780,3149631
3850,475668,3148554
3851,472228,3149162
3852,443268,3147682
3853,456249,3150191
3854,468535,3149740
3855,470689,3149700
3856,463804,3150122
3857,465910,3148629
3858,460067,3150349
3859,437677,3150327
3860,457929,3150385
3861,452646,3149559
3862,451118,3150564
3863,454870,3151874
3864,462345,3150878
3865,468597,3151297
3866,448664,3147539
3867,456727,3151458
3868,453022,3152282
3869,466605,3151844
3870,458490,3152033
3871,439650,3150578
3872,438915,3152461
3873,445655,3151459
3874,475764,3152028
3875,464348,3153159
3876,462211,3153024
3877,461394,3154162
3878,472876,3152050
3879,484826,3153923
3880,492326,3152680
3881,441602,3153984
3882,440076,3154128
3883,461596,3154593
3884,462722,3154497
3885,451388,3153043
3886,470550,3153742
3887,466682,3154210
3888,468633,3154306
3889,457064,3154690
3890,462589,3155934
3891,461828,3155518
3892,463237,3156260
3893,462222,3156348
3894,461541,3156375
3895,462721,3156332
3896,460683,3156352
3897,462817,3156629
3898,461679,3156633
3899,463035,3156692
3900,464375,3155488
3901,461538,3156791
3902,462204,3156808
3903,462776,3156811
3904,463111,3156832
3905,463366,3156825
3906,463808,3156831
3907,464496,3156850
3908,468673,3156124
3909,474033,3155416
3910,475983,3155755
3911,454234,3154652
3912,460068,3155123
3913,497472,3154650
3914,506338,3157306
3915,462793,3157190
3916,461543,3157220
3917,449898,3156724
3918,460727,3157085
3919,445293,3154669
3920,463073,3157424
3921,463759,3157318
3922,440923,3154978
3923,464915,3157314
3924,460018,3157300
3925,458529,3156746
3926,465957,3157574
3927,448475,3153740
3928,477623,3155233
3929,480470,3156367
3930,450216,3157524
3931,477373,3157458
3932,475720,3157444
3933,446018,3157699
3934,459022,3157818
3935,458044,3157821
3936,456500,3156601
3937,457770,3157894
3938,483360,3155957
3939,456543,3157829
3940,455681,3157650
3941,479385,3157911
3942,452169,3157618
3943,436658,3156350
3944,454321,3157529
3945,441588,3158072
3946,439895,3158120
3947,445762,3158263
3948,436831,3158108
3949,446601,3158106
3950,448217,3157378
3951,450112,3158098
3952,451175,3158198
3953,454286,3158301
3954,455855,3158251
3955,457106,3158204
3956,458804,3158186
3957,460505,3158036
3958,461537,3158007
3959,462280,3157950
3960,462757,3157876
3961,464954,3158132
3962,463009,3158102
3963,463742,3158131
3964,474037,3158268
3965,436062,3158229
3966,438360,3158652
3967,466863,3158080
3968,473809,3158712
3969,462772,3158764
3970,463017,3158814
3971,462976,3159209
3972,463151,3159277
3973,462977,3159294
3974,463693,3159022
3975,482135,3159093
3976,487448,3157198
3977,441914,3159155
3978,480402,3159317
3979,442792,3158927
3980,464955,3159126
3981,466451,3159330
3982,470764,3158414
3983,474503,3159433
3984,472930,3159450
3985,479005,3159003
3986,475652,3158518
3987,476954,3159052
3988,462336,3160020
3989,463333,3159802
3990,458657,3159463
3991,460337,3159396
3992,461384,3160099
3993,462018,3160580
3994,461315,3160577
3995,444086,3159284
3996,480202,3160343
3997,445969,3159505
3998,448071,3159884
3999,450055,3160276
4000,451957,3159684
4001,456895,3160228
4002,454574,3159948
4003,458391,3160973
4004,459825,3160914
4005,462625,3161136
4006,463384,3161061
4007,461212,3161094
4008,451649,3161621
4009,486766,3161085
4010,447919,3161689
4011,479957,3161596
4012,450453,3161822
4013,464549,3162715
4014,463895,3162366
4015,463175,3162544
4016,444147,3161317
4017,445866,3161713
4018,458541,3161850
4019,456636,3162276
4020,461959,3162556
4021,455027,3162330
4022,474940,3162001
4023,477019,3161982
4024,478896,3161830
4025,445787,3163381
4026,473267,3162024
4027,466605,3162348
4028,446499,3162399
4029,446253,3163885
4030,460788,3162402
4031,468758,3163084
4032,461289,3163929
4033,466759,3164241
4034,471976,3164576
4035,475626,3164306
4036,472816,3164230
4037,478741,3164400
4038,480270,3163948
4039,482086,3162798
4040,485379,3164156
4041,488612,3164607
4042,490777,3160954
4043,450662,3163488
4044,465097,3163941
4045,454053,3163774
4046,452574,3163322
4047,463384,3165136
4048,460580,3165208
4049,456926,3165474
4050,446948,3164817
4051,457329,3165785
4052,456526,3166417
4053,456291,3165584
4054,453241,3166048
4055,454466,3165852
4056,465905,3165666
4057,461620,3166390
4058,447129,3166511
4059,455584,3167171
4060,454289,3167304
4061,453261,3166903
4062,463693,3166654
4063,456151,3167472
4064,455929,3167987
4065,461077,3167786
4066,460169,3166846
4067,458117,3167020
4068,452254,3166488
4069,463783,3168083
4070,449004,3167182
4071,464672,3168020
4072,451134,3168463
4073,447031,3168206
4074,454282,3168135
4075,453352,3168733
4076,447124,3169331
4077,448347,3168668
4078,454510,3168813
4079,447981,3169870
4080,453533,3171158
4081,452728,3170283
4082,451796,3169489
4083,449569,3170357
4084,449462,3171712
4085,452423,3173912
4086,454707,3173944
4087,448378,3179538
4088,437857,3181996
4089,450462,3155788
4090,451851,3155806
4091,472646,3157188
4092,442507,3155964
4093,444214,3156875
4094,473992,3157518
4095,442699,3158054
4096,443740,3158100
4097,473134,3158244
4098,459575,3161970
4099,448401,3163296
4100,459479,3164274
4101,457502,3164047
4102,458821,3164858
4103,449462,3165510
4104,455511,3149203
4105,455223,3148775
4106,455276,3150070
4107,455893,3149865
4108,455469,3150710
4109,446464,3172304
4110,442270,3170277
4111,445510,3174503
4112,445290,3177117
4113,444245,3176408
4114,444082,3179454
4115,445065,3179708
4116,447544,3182828
4117,446307,3183969
4118,440731,3182399
4119,449515,3175413
4120,447107,3175325
4121,447911,3158220
4122,448514,3158186
4123,439108,3143120
4124,436458,3141392
4125,441744,3145044
4126,436141,3152514
4127,470905,3156000
4128,471345,3155999
4129,472528,3158054
4130,472439,3158307
4131,470341,3160684
4132,471588,3160698
4133,483457,3160913
4134,484488,3161366
4135,470630,3162143
4136,471443,3162880
4137,477236,3164247
4138,476778,3164716
4139,465588,3167585
4140,467113,3167266
4141,468461,3164337
4142,467589,3165575
4143,470354,3163892
4144,471393,3164040
4145,470395,3164720
4146,471619,3164825
4147,468418,3160150
4148,468925,3161615
4149,464057,3160680
4150,463955,3161329
4151,463346,3163822
4152,463888,3163903
4153,462437,3157206
4154,462143,3157306
4155,463904,3160138
4156,463780,3160431
4157,465977,3156168
4158,466973,3155912
4159,470231,3151727
4160,471609,3151914
4161,468790,3152660
4162,469460,3152793
4163,476544,3152016
4164,478603,3151605
4165,482104,3140090
4166,486362,3146489
4167,502677,3138865
4168,460562,3151553
4169,460566,3152340
4170,459552,3152154
4171,460042,3153451
4172,462647,3155294
4173,462400,3155326
4174,455860,3152701
4175,456161,3152853
4176,457650,3152868
4177,458024,3152836
4178,457355,3137429
4179,457798,3137775
4180,462453,3139491
4181,462494,3140032
4182,457837,3139944
4183,454449,3138615
4184,456859,3141607
4185,477663,3140374
4186,479044,3144277
4187,459809,3146349
4188,459306,3146746
4189,478157,3146102
4190,482443,3146670
4191,472856,3147461
4192,472648,3148293
4193,450701,3136408
4194,449484,3136538
4195,450408,3137365
4196,450371,3138025
4197,453634,3148851
4198,454089,3150057
4199,454232,3151270
4200,453381,3147604
4201,454844,3142790
4202,453698,3143049
4203,454114,3143005
4204,453951,3143809
4205,454944,3142071
4206,454188,3141795
4207,452841,3140932
4208,452506,3141701
4209,452260,3140677
4210,450805,3139781
4211,448566,3139048
4212,449679,3139553
4213,446009,3138955
4214,445517,3140476
4215,445319,3138068
4216,445310,3136750
4217,447222,3137635
4218,464807,3145027
4219,466656,3144484
4220,464840,3146153
4221,466611,3146385
4222,469832,3145023
4223,468609,3142793
4224,472003,3141348
4225,470779,3145032
4226,472641,3143809
4227,511123,3062394
4228,511957,3059731
4229,509408,3065192
4230,497683,3064864
4231,480260,3075627
4232,501016,3080699
4233,493177,3078269
4234,494691,3085988
4235,496251,3109316
4236,470778,3118197
4237,468631,3122756
4238,445885,3125676
4239,471935,3125101
4240,466885,3127863
4241,487755,3124960
4242,441616,3127518
4243,466302,3128608
4244,441670,3129587
4245,464556,3130187
4246,466791,3129964
4247,445298,3133639
4248,448320,3133970
4249,447606,3133898
4250,443325,3133403
4251,459799,3133562
4252,447994,3134886
4253,466435,3134398
4254,511890,3123010
4255,440328,3132860
4256,449179,3135631
4257,465413,3135618
4258,471499,3135146
4259,459677,3135422
4260,447026,3135740
4261,445873,3135178
4262,475239,3115811
4263,483206,3112595
4264,459744,3116185
4265,478141,3117393
4266,478624,3121791
4267,469085,3120864
4268,450705,3124221
4269,463886,3126435
4270,475488,3127988
4271,478774,3129028
4272,475074,3134844
4273,502991,3131045
4274,468802,3125137
4275,467618,3125952
4276,469629,3125717
4277,468465,3127096
4278,465819,3127237
4279,462577,3129983
4280,463112,3131570
4281,465353,3132207
4282,462867,3133736
4283,463665,3133028
4284,464283,3135760
4285,463374,3135632
4286,462235,3135350
4287,461447,3135500
4288,468631,3132379
4289,461068,3133894
4290,459771,3131411
4291,459838,3132088
4292,460972,3131821
4293,457807,3132209
4294,458303,3134093
4295,456887,3134639
4296,457582,3135544
4297,436899,3131071
4298,442731,3135376
4299,443834,3134740
4300,443008,3127274
4301,446376,3131256
4302,450365,3130629
4303,454410,3134530
4304,453143,3135659
4305,451458,3135289
4306,450650,3135341
4307,451142,3134711
4308,452564,3134488
4309,449440,3134543
4310,454971,3129340
4311,452821,3133012
4312,457708,3129438
4313,457888,3130581
4314,474012,3119908
4315,472083,3121588
4316,470236,3121384
4317,473885,3123034
4318,472015,3123250
4319,470228,3123389
4320,458192,3125508
4321,459651,3129921
4322,459670,3130545
4323,455693,3117756
4324,453321,3123614
4325,456038,3123468
4326,437799,3127097
4327,439253,3126213
4328,454977,3115321
4329,449639,3114356
4330,451062,3116951
4331,452761,3113916
4332,473981,3165345
4333,475425,3165380
4334,485149,3167099
4335,474134,3170290
4336,475328,3171795
4337,481703,3171830
4338,466192,3171626
4339,481445,3173204
4340,475590,3173030
4341,466975,3173935
4342,455408,3173810
4343,469337,3175491
4344,467242,3175484
4345,463159,3178391
4346,461456,3180611
4347,472623,3181638
4348,472978,3182845
4349,470758,3182112
4350,471253,3183227
4351,470798,3183969
4352,473654,3182900
4353,472151,3183632
4354,475808,3183566
4355,465418,3184708
4356,468083,3185271
4357,469893,3185366
4358,473751,3185033
4359,475175,3185198
4360,477534,3185253
4361,479836,3185015
4362,489013,3180928
4363,468093,3187624
4364,466446,3187949
4365,475178,3186766
4366,468499,3189681
4367,463188,3190240
4368,462954,3186229
4369,461119,3183114
4370,464932,3185316
4371,466478,3186434
4372,465572,3185324
4373,465416,3186522
4374,464388,3187072
4375,462660,3172428
4376,471352,3186021
4377,469232,3187986
4378,471369,3187624
4379,472423,3186608
4380,473744,3186261
4381,473763,3187018
4382,472599,3184618
4383,471672,3185094
4384,470393,3185809
4385,468132,3186031
4386,469872,3186736
4387,468128,3186756
4388,466548,3185316
4389,467102,3185344
4390,467311,3186133
4391,467008,3186728
4392,467523,3186814
4393,465456,3181749
4394,464475,3181530
4395,463565,3182118
4396,465631,3183432
4397,465378,3183900
4398,463558,3183917
4399,467099,3182324
4400,467489,3183822
4401,470236,3183596
4402,469453,3183084
4403,478243,3180745
4404,474647,3180745
4405,474626,3182209
4406,475928,3182056
4407,486543,3170850
4408,490525,3168445
4409,487888,3175095
4410,490200,3176250
4411,483207,3176147
4412,484208,3177695
4413,482500,3165623
4414,481192,3167835
4415,479983,3170468
4416,481163,3170712
4417,478584,3165988
4418,478032,3167366
4419,476444,3167680
4420,478631,3168769
